ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2023-02-17T14:09:25Z,ios,8521,LT,78.61.198.127,Tell Me - Rap Version,Wonder Girls,So Hot,spotify:track:0j4amgyatouEP4Ox3qDrYk,,,,,,,,appload,endplay,True,True,False,1676642954.0,False
2023-02-17T15:28:09Z,ios,138205,LT,78.61.198.127,fishing for magikarp,demon gummies,diamond and pearl,spotify:track:2nU2AYlJzQH92TwIsaQu6L,,,,,,,,clickrow,endplay,True,True,False,1676642965.0,False
2023-02-17T15:28:16Z,ios,7894,LT,78.61.198.127,NEO EXT4S1S!,Lumi Athena,NEO EXT4S1S!,spotify:track:5j96ToFmBfQqrkB2BGU01a,,,,,,,,clickrow,endplay,True,True,False,1676647689.0,False
2023-02-17T15:28:17Z,ios,743,LT,78.61.198.127,Kurxxed Emeraldz Beat - Instrumental,Axxad,Kurxxed Emeraldz Beat,spotify:track:2aWIWrPwmFaDMNXvyMISO4,,,,,,,,clickrow,endplay,True,True,False,1676647697.0,False
2023-02-17T15:28:18Z,ios,510,LT,78.61.198.127,L'Étoile D'afrique - #18,VDYCD,L'Étoile D'afrique - #18,spotify:track:1xHDxvqZduPRMqOCdiAKNZ,,,,,,,,clickrow,endplay,True,True,False,1676647698.0,False
2023-02-17T15:28:18Z,ios,626,LT,78.61.198.127,L'Étoile D'afrique - #18 (slow Version),VDYCD,L'Étoile D'afrique - #18 (slow Version),spotify:track:302IA6F1pSLMzoPHC9GJBl,,,,,,,,clickrow,endplay,True,True,False,1676647698.0,False
2023-02-17T15:38:49Z,ios,105000,LT,78.61.198.127,L'Étoile D'afrique - #18,VDYCD,L'Étoile D'afrique - #18,spotify:track:1xHDxvqZduPRMqOCdiAKNZ,,,,,,,,clickrow,trackdone,True,False,False,1676647699.0,False
2023-02-17T15:40:56Z,ios,105000,LT,78.61.198.127,L'Étoile D'afrique - #18,VDYCD,L'Étoile D'afrique - #18,spotify:track:1xHDxvqZduPRMqOCdiAKNZ,,,,,,,,trackdone,trackdone,True,False,False,1676648330.0,False
2023-02-17T15:42:41Z,ios,105000,LT,78.61.198.127,L'Étoile D'afrique - #18,VDYCD,L'Étoile D'afrique - #18,spotify:track:1xHDxvqZduPRMqOCdiAKNZ,,,,,,,,trackdone,trackdone,True,False,False,1676648456.0,False
2023-02-17T15:44:27Z,ios,105000,LT,78.61.198.127,L'Étoile D'afrique - #18,VDYCD,L'Étoile D'afrique - #18,spotify:track:1xHDxvqZduPRMqOCdiAKNZ,,,,,,,,trackdone,trackdone,True,False,False,1676648562.0,False
2023-02-17T15:46:12Z,ios,105000,LT,78.61.198.127,L'Étoile D'afrique - #18,VDYCD,L'Étoile D'afrique - #18,spotify:track:1xHDxvqZduPRMqOCdiAKNZ,,,,,,,,trackdone,trackdone,True,False,False,1676648667.0,False
2023-02-17T15:47:58Z,ios,105000,LT,78.61.198.127,L'Étoile D'afrique - #18,VDYCD,L'Étoile D'afrique - #18,spotify:track:1xHDxvqZduPRMqOCdiAKNZ,,,,,,,,trackdone,trackdone,True,False,False,1676648773.0,False
2023-02-17T15:49:43Z,ios,105000,LT,78.61.198.127,L'Étoile D'afrique - #18,VDYCD,L'Étoile D'afrique - #18,spotify:track:1xHDxvqZduPRMqOCdiAKNZ,,,,,,,,trackdone,trackdone,True,False,False,1676648878.0,False
2023-02-17T16:00:21Z,ios,105000,LT,78.61.198.127,L'Étoile D'afrique - #18,VDYCD,L'Étoile D'afrique - #18,spotify:track:1xHDxvqZduPRMqOCdiAKNZ,,,,,,,,trackdone,trackdone,True,False,False,1676648984.0,False
2023-02-17T16:26:43Z,ios,105000,LT,78.61.198.127,L'Étoile D'afrique - #18,VDYCD,L'Étoile D'afrique - #18,spotify:track:1xHDxvqZduPRMqOCdiAKNZ,,,,,,,,trackdone,trackdone,True,False,False,1676649621.0,False
2023-02-17T16:28:28Z,ios,105000,LT,78.61.198.127,L'Étoile D'afrique - #18,VDYCD,L'Étoile D'afrique - #18,spotify:track:1xHDxvqZduPRMqOCdiAKNZ,,,,,,,,trackdone,trackdone,True,False,False,1676651203.0,False
2023-02-17T16:33:43Z,ios,105000,LT,78.61.198.127,L'Étoile D'afrique - #18,VDYCD,L'Étoile D'afrique - #18,spotify:track:1xHDxvqZduPRMqOCdiAKNZ,,,,,,,,trackdone,trackdone,True,False,False,1676651309.0,False
2023-02-17T16:36:14Z,ios,105000,LT,78.61.198.127,L'Étoile D'afrique - #18,VDYCD,L'Étoile D'afrique - #18,spotify:track:1xHDxvqZduPRMqOCdiAKNZ,,,,,,,,trackdone,trackdone,True,False,False,1676651624.0,False
2023-02-17T16:37:59Z,ios,105000,LT,78.61.198.127,L'Étoile D'afrique - #18,VDYCD,L'Étoile D'afrique - #18,spotify:track:1xHDxvqZduPRMqOCdiAKNZ,,,,,,,,trackdone,trackdone,True,False,False,1676651775.0,False
2023-02-17T16:39:45Z,ios,105000,LT,78.61.198.127,L'Étoile D'afrique - #18,VDYCD,L'Étoile D'afrique - #18,spotify:track:1xHDxvqZduPRMqOCdiAKNZ,,,,,,,,trackdone,trackdone,True,False,False,1676651880.0,False
2023-02-17T16:53:21Z,ios,105000,LT,78.61.198.127,L'Étoile D'afrique - #18,VDYCD,L'Étoile D'afrique - #18,spotify:track:1xHDxvqZduPRMqOCdiAKNZ,,,,,,,,trackdone,trackdone,True,False,False,1676651985.0,False
2023-02-17T16:57:53Z,ios,105000,LT,78.61.198.127,L'Étoile D'afrique - #18,VDYCD,L'Étoile D'afrique - #18,spotify:track:1xHDxvqZduPRMqOCdiAKNZ,,,,,,,,trackdone,trackdone,True,False,False,1676652802.0,False
2023-02-17T16:59:39Z,ios,105000,LT,78.61.198.127,L'Étoile D'afrique - #18,VDYCD,L'Étoile D'afrique - #18,spotify:track:1xHDxvqZduPRMqOCdiAKNZ,,,,,,,,trackdone,trackdone,True,False,False,1676653074.0,False
2023-02-17T17:01:24Z,ios,105000,LT,78.61.198.127,L'Étoile D'afrique - #18,VDYCD,L'Étoile D'afrique - #18,spotify:track:1xHDxvqZduPRMqOCdiAKNZ,,,,,,,,trackdone,trackdone,True,False,False,1676653179.0,False
2023-02-17T17:03:10Z,ios,105000,LT,78.61.198.127,L'Étoile D'afrique - #18,VDYCD,L'Étoile D'afrique - #18,spotify:track:1xHDxvqZduPRMqOCdiAKNZ,,,,,,,,trackdone,trackdone,True,False,False,1676653285.0,False
2023-02-17T17:03:56Z,ios,44289,LT,78.61.198.127,L'Étoile D'afrique - #18,VDYCD,L'Étoile D'afrique - #18,spotify:track:1xHDxvqZduPRMqOCdiAKNZ,,,,,,,,trackdone,unexpected-exit-while-paused,True,False,False,1676653390.0,False
2023-02-17T19:38:12Z,ios,2832,LT,78.61.198.127,L'Étoile D'afrique - #18,VDYCD,L'Étoile D'afrique - #18,spotify:track:1xHDxvqZduPRMqOCdiAKNZ,,,,,,,,appload,endplay,True,True,False,1676662688.0,False
2023-02-17T19:38:13Z,ios,1277,LT,78.61.198.127,Yeah Yeah,Miah The Pisces,Aimless,spotify:track:3HILsJzw8cFUNodeDvGC9W,,,,,,,,clickrow,endplay,True,True,False,1676662692.0,False
2023-02-17T19:38:14Z,ios,1068,LT,78.61.198.127,ENA MIX,Cótiles,ENA MIX,spotify:track:1lKkRXfOxuTUVVucu2Sbpk,,,,,,,,clickrow,endplay,True,True,False,1676662694.0,False
2023-02-17T19:38:15Z,ios,1277,LT,78.61.198.127,fishing for magikarp,demon gummies,diamond and pearl,spotify:track:2nU2AYlJzQH92TwIsaQu6L,,,,,,,,clickrow,endplay,True,True,False,1676662695.0,False
2023-02-17T19:38:16Z,ios,1114,LT,78.61.198.127,khaos emerald,9lives,#exclusive,spotify:track:3KCK7509rDq8dPZ1Cm9bpY,,,,,,,,clickrow,endplay,True,True,False,1676662696.0,False
2023-02-17T19:38:23Z,ios,603,LT,78.61.198.127,"SHE IS CRAZY, BUT I <3 HER!",Lumi Athena,"SHE IS CRAZY, BUT I <3 HER!",spotify:track:4DhGmDOiBbWSAP7ASRtokr,,,,,,,,clickrow,endplay,True,True,False,1676662703.0,False
2023-02-17T19:38:23Z,ios,5642,LT,78.61.198.127,KRYXXSTALS!,Lumi Athena,KRYXXSTALS!,spotify:track:66n9Dydns7xVbeKk7raabp,,,,,,,,clickrow,endplay,True,True,False,1676662697.0,False
2023-02-17T19:38:30Z,ios,7174,LT,78.61.198.127,KRYXXSTALS!,Lumi Athena,KRYXXSTALS!,spotify:track:66n9Dydns7xVbeKk7raabp,,,,,,,,clickrow,endplay,True,True,False,1676662704.0,False
2023-02-17T19:38:32Z,ios,1137,LT,78.61.198.127,Phosphene (DSi beat),Nuvfr,Phosphene (DSi beat),spotify:track:28loJmjeYpMA1GxPzgTp75,,,,,,,,clickrow,endplay,False,True,False,1676662711.0,False
2023-02-17T19:38:32Z,ios,975,LT,78.61.198.127,SitInDaBck,Dillywod,SitInDaBck,spotify:track:2yGI8W7WEnWtQtLFGxZAw0,,,,,,,,clickrow,endplay,False,True,False,1676662712.0,False
2023-02-17T19:38:33Z,ios,952,LT,78.61.198.127,Game over you're mine now (Offical audio),Phobiawith3ss,Game over you're mine now (Offical audio),spotify:track:0IstmL9TMf6S4B1nzGwCNO,,,,,,,,clickrow,endplay,False,True,False,1676662713.0,False
